COMPANY_CD_FSK,CUSTOMER_CD_FSK,PRODUCT_CD_FSK,INVOICE_YEAR_MONTH,QUANTITY_PIECES,GROSS_SALES
211,3481908,12962210,2021-07-01 00:00:00,8,64.08
200,5652414,22557772,2021-05-01 00:00:00,30,64.04
211,3465694,12966874,2021-11-01 00:00:00,40,64
211,3466244,12984174,2021-04-01 00:00:00,80,64
211,3481908,12966954,2021-05-01 00:00:00,200,64
211,3481908,12966954,2021-07-01 00:00:00,200,64
127,763,498441,2021-01-01 00:00:00,2,63.88
127,2978,498441,2021-01-01 00:00:00,2,63.88
127,4759,498441,2021-03-01 00:00:00,2,63.88
127,3584,497177,2021-10-01 00:00:00,4,63.84
127,4216,510348,2021-05-01 00:00:00,8,63.7
241,5664978,22639857,2021-03-01 00:00:00,56,63.5
127,1872,499820,2021-11-01 00:00:00,50,63.36
127,4218,500741,2021-08-01 00:00:00,30,63.36
241,5664978,22613180,2021-06-01 00:00:00,8,63.36
127,14425627,497817,2021-06-01 00:00:00,4,63.32
241,5664978,22606387,2021-03-01 00:00:00,58,63.18
127,3584,498901,2021-10-01 00:00:00,2,63.06
127,847,492349,2021-11-01 00:00:00,30,63
127,1285,508012,2021-03-01 00:00:00,10,63
211,3466244,12975402,2021-11-01 00:00:00,60,63
211,3466244,13062102,2021-04-01 00:00:00,60,63
211,3466244,13062102,2021-07-01 00:00:00,60,63
211,3466244,13062102,2021-11-01 00:00:00,60,63
127,1285,505489,2021-05-01 00:00:00,26,62.92
127,2656,490056,2021-09-01 00:00:00,6,62.76
127,620,491278,2021-02-01 00:00:00,40,62.7
241,5664978,22639436,2021-07-01 00:00:00,10,62.68
127,14425627,499798,2021-11-01 00:00:00,8,62.64
241,5664978,22632117,2021-03-01 00:00:00,60,62.64
211,3465694,12954554,2021-05-01 00:00:00,20,62.6
127,5499,507219,2021-11-01 00:00:00,40,62.5
211,3481908,13001527,2021-08-01 00:00:00,4,62.48
127,3584,510004,2021-07-01 00:00:00,4,62.32
211,3481908,12997668,2021-06-01 00:00:00,20,62.2
241,5664978,22614912,2021-03-01 00:00:00,12,62.2
241,5664978,22627445,2021-05-01 00:00:00,16,62.14
200,5652414,22552609,2021-06-01 00:00:00,60,62.1
127,3650,492306,2021-10-01 00:00:00,4,62.02
211,3465694,12966874,2021-05-01 00:00:00,40,62
211,3481908,13023096,2021-01-01 00:00:00,40,62
211,3481908,13023096,2021-03-01 00:00:00,40,62
127,3749,511070,2021-06-01 00:00:00,10,61.88
127,4045,506375,2021-05-01 00:00:00,40,61.74
211,3465694,12994802,2021-11-01 00:00:00,10,61.7
127,4045,497281,2021-11-01 00:00:00,4,61.6
211,3481908,12996237,2021-06-01 00:00:00,30,61.5
127,4045,508826,2021-08-01 00:00:00,50,61.42
127,3749,493428,2021-08-01 00:00:00,4,61.4
241,5664978,22615085,2021-03-01 00:00:00,44,61.4
127,3135,501946,2021-02-01 00:00:00,24,61.38
127,3030,498648,2021-08-01 00:00:00,10,61.3
127,1285,502657,2021-09-01 00:00:00,20,61.2
211,3465694,13045631,2021-05-01 00:00:00,40,61.2
127,4176,508641,2021-07-01 00:00:00,2,61.16
127,1285,6514479,2021-10-01 00:00:00,2,61.12
127,2484,508883,2021-07-01 00:00:00,8,61.06
127,4883,498982,2021-07-01 00:00:00,10,61.06
127,4045,493948,2021-03-01 00:00:00,10,61.02
127,3030,501094,2021-03-01 00:00:00,82,60.84
241,5664978,22630744,2021-08-01 00:00:00,16,60.84
211,3467462,13033783,2021-04-01 00:00:00,20,60.76
211,3467462,12981624,2021-04-01 00:00:00,60,60.58
200,5652414,22546507,2021-09-01 00:00:00,40,60.57
127,620,498311,2021-05-01 00:00:00,160,60.48
127,23049184,493705,2021-10-01 00:00:00,32,60.48
211,3483291,12954896,2021-02-01 00:00:00,28,60.48
127,4045,506375,2021-02-01 00:00:00,40,60.3
200,5652414,22536960,2021-03-01 00:00:00,8,60.239999999999995
241,5664978,22638928,2021-03-01 00:00:00,4,60.2
200,5652414,22561995,2021-04-01 00:00:00,18,60.09
241,5664978,22607609,2021-05-01 00:00:00,28,60.06
127,4462,498585,2021-07-01 00:00:00,6,60.02
127,508,504561,2021-03-01 00:00:00,4,60
127,620,496100,2021-05-01 00:00:00,20,60
127,1175,504561,2021-01-01 00:00:00,4,60
127,2484,504561,2021-06-01 00:00:00,2,60
127,2484,504561,2021-10-01 00:00:00,4,60
127,4045,497281,2021-04-01 00:00:00,4,60
127,4045,497281,2021-06-01 00:00:00,4,60
127,4045,497281,2021-10-01 00:00:00,4,60
127,4045,504561,2021-09-01 00:00:00,4,60
127,4176,504561,2021-02-01 00:00:00,4,60
127,4216,504561,2021-09-01 00:00:00,4,60
127,4218,504561,2021-09-01 00:00:00,4,60
127,4728,497281,2021-03-01 00:00:00,4,60
127,5392,504561,2021-01-01 00:00:00,2,60
211,3469616,13014403,2021-05-01 00:00:00,2,60
241,5664978,22624884,2021-03-01 00:00:00,62,60
127,1872,499820,2021-05-01 00:00:00,50,59.86
127,4462,493496,2021-07-01 00:00:00,2,59.84
211,3465694,13021587,2021-11-01 00:00:00,20,59.8
241,5664978,22617987,2021-07-01 00:00:00,14,59.64
211,3481908,12952471,2021-06-01 00:00:00,40,59.6
127,3584,493142,2021-04-01 00:00:00,4,59.48
211,3469616,13039940,2021-01-01 00:00:00,198,59.4
127,4176,489555,2021-08-01 00:00:00,2,59.34
127,3030,509484,2021-08-01 00:00:00,30,59.32
211,3481908,13006261,2021-10-01 00:00:00,40,59.2
127,3030,505896,2021-03-01 00:00:00,20,59.18
211,3467462,12975909,2021-04-01 00:00:00,4,59.14
127,4218,496501,2021-08-01 00:00:00,20,59.08
241,5664978,22628981,2021-03-01 00:00:00,32,59.04
127,4176,488668,2021-07-01 00:00:00,2,59.02
127,3650,496787,2021-10-01 00:00:00,12,58.96
127,14425627,492373,2021-11-01 00:00:00,12,58.92
127,847,504493,2021-06-01 00:00:00,4,58.84
241,5664978,22625026,2021-05-01 00:00:00,22,58.82
127,871,510059,2021-04-01 00:00:00,10,58.8
127,871,510059,2021-05-01 00:00:00,10,58.8
127,871,510059,2021-06-01 00:00:00,10,58.8
127,2124,495298,2021-07-01 00:00:00,30,58.8
127,2124,495298,2021-11-01 00:00:00,30,58.8
127,3584,493365,2021-01-01 00:00:00,10,58.8
211,3465694,13063315,2021-05-01 00:00:00,8,58.8
241,5664978,22622772,2021-03-01 00:00:00,54,58.8
127,2598,507863,2021-05-01 00:00:00,6,58.74
127,3030,491767,2021-03-01 00:00:00,28,58.6
127,3030,502124,2021-08-01 00:00:00,2,58.48
211,3466244,12990501,2021-07-01 00:00:00,46,58.42
127,620,500349,2021-05-01 00:00:00,20,58.4
127,1285,6514479,2021-07-01 00:00:00,2,58.4
241,5664978,22630918,2021-03-01 00:00:00,26,58.38
127,3030,508392,2021-09-01 00:00:00,6,58.36
127,3584,511404,2021-04-01 00:00:00,2,58.18
127,2282,491460,2021-06-01 00:00:00,40,58.16
127,3030,501798,2021-03-01 00:00:00,2,58.12
127,4216,489555,2021-06-01 00:00:00,2,58.02
241,5664978,22611329,2021-06-01 00:00:00,14,58.02
127,2282,504561,2021-03-01 00:00:00,2,58
127,620,501256,2021-05-01 00:00:00,60,57.96
127,3584,508883,2021-06-01 00:00:00,10,57.9
127,4216,508883,2021-06-01 00:00:00,10,57.9
127,1281,510004,2021-05-01 00:00:00,4,57.88
127,1547,498585,2021-05-01 00:00:00,8,57.76
127,23049184,490351,2021-10-01 00:00:00,16,57.76
211,3481908,13004314,2021-01-01 00:00:00,2,57.74
127,1175,510848,2021-03-01 00:00:00,4,57.6
127,4462,510848,2021-03-01 00:00:00,4,57.6
211,3465694,12952770,2021-05-01 00:00:00,20,57.6
211,3465694,12991606,2021-05-01 00:00:00,20,57.6
241,5664978,22639740,2021-08-01 00:00:00,40,57.6
127,3749,497944,2021-06-01 00:00:00,10,57.52
127,4216,501160,2021-03-01 00:00:00,4,57.46
211,3467462,13005368,2021-04-01 00:00:00,100,57.42
175,495321,190572,2021-01-01 00:00:00,20,57.39
127,3584,510348,2021-12-01 00:00:00,10,57.36
127,984,495298,2021-01-01 00:00:00,30,57.3
127,2124,495298,2021-02-01 00:00:00,30,57.3
127,3030,500888,2021-09-01 00:00:00,2,57.24
127,2656,508672,2021-12-01 00:00:00,20,57.2
127,4045,490541,2021-06-01 00:00:00,40,57.12
127,620,511945,2021-02-01 00:00:00,60,57.08
127,4176,498169,2021-01-01 00:00:00,4,57.02
211,3465694,12980519,2021-11-01 00:00:00,60,57
211,3481908,12978169,2021-09-01 00:00:00,100,57
241,5664978,22602885,2021-07-01 00:00:00,2,57
127,620,512056,2021-05-01 00:00:00,16,56.96
127,620,506563,2021-02-01 00:00:00,4,56.92
127,5392,511282,2021-08-01 00:00:00,4,56.9
127,1285,500740,2021-03-01 00:00:00,2,56.86
146,41246,13559,2021-08-01 00:00:00,4,56.8
146,41246,13559,2021-11-01 00:00:00,4,56.8
211,3483291,13015308,2021-09-01 00:00:00,80,56.8
127,659,509951,2021-11-01 00:00:00,40,56.78
175,495321,196192,2021-01-01 00:00:00,4,56.75
127,3030,494170,2021-03-01 00:00:00,32,56.58
127,3030,509625,2021-03-01 00:00:00,32,56.58
127,3584,508883,2021-02-01 00:00:00,10,56.54
127,3584,508883,2021-04-01 00:00:00,10,56.54
127,871,494247,2021-07-01 00:00:00,48,56.16
127,4883,492137,2021-07-01 00:00:00,4,56.06
211,3466244,13056873,2021-06-01 00:00:00,80,56
211,3466244,13059458,2021-04-01 00:00:00,80,56
211,3481908,12972238,2021-04-01 00:00:00,100,56
211,3481908,12975556,2021-04-01 00:00:00,100,56
127,590,510169,2021-11-01 00:00:00,12,55.8
127,23049184,510169,2021-10-01 00:00:00,12,55.8
127,4045,490541,2021-03-01 00:00:00,40,55.76
127,4045,494634,2021-02-01 00:00:00,40,55.76
241,5664978,22610695,2021-07-01 00:00:00,14,55.66
127,4218,493300,2021-02-01 00:00:00,4,55.62
127,23049184,499044,2021-10-01 00:00:00,8,55.44
127,1872,493116,2021-11-01 00:00:00,120,55.3
127,3030,488775,2021-03-01 00:00:00,10,55.2
127,4045,502968,2021-09-01 00:00:00,40,55.08
211,3467462,12980569,2021-04-01 00:00:00,200,55.08
211,3467462,13039190,2021-04-01 00:00:00,200,55.08
241,5664978,22640146,2021-08-01 00:00:00,20,55.08
211,3481908,13011601,2021-10-01 00:00:00,100,55
211,3465694,13062916,2021-05-01 00:00:00,8,54.96
127,1547,506423,2021-06-01 00:00:00,4,54.88
127,4045,490536,2021-03-01 00:00:00,26,54.8
127,3030,508696,2021-03-01 00:00:00,22,54.78
211,3481908,13011869,2021-06-01 00:00:00,6,54.72
211,3481908,12995157,2021-07-01 00:00:00,60,54.6
211,3481908,13036573,2021-06-01 00:00:00,20,54.6
211,3481908,13036573,2021-09-01 00:00:00,20,54.6
175,495321,190690,2021-01-01 00:00:00,20,54.58
127,1281,506760,2021-01-01 00:00:00,4,54.56
241,5664978,22605891,2021-02-01 00:00:00,20,54.52
127,620,503889,2021-05-01 00:00:00,12,54.48
211,3466244,13065905,2021-06-01 00:00:00,80,54.4
127,4462,491675,2021-04-01 00:00:00,8,54.24
127,2779309,497791,2021-08-01 00:00:00,12,54.24
127,2656,512481,2021-08-01 00:00:00,20,54.2
127,14425627,491488,2021-06-01 00:00:00,10,54.2
127,620,498921,2021-05-01 00:00:00,70,54.18
211,3467462,13004087,2021-04-01 00:00:00,10,54.14
127,3584,505376,2021-01-01 00:00:00,2,54.08
127,3584,507211,2021-03-01 00:00:00,2,54.08
127,620,505380,2021-02-01 00:00:00,40,54.04
127,2219,504561,2021-11-01 00:00:00,2,54
127,3307,504561,2021-02-01 00:00:00,2,54
127,3489,504561,2021-01-01 00:00:00,2,54
127,3749,504561,2021-08-01 00:00:00,2,54
127,5499,504561,2021-04-01 00:00:00,2,54
127,4218,494838,2021-11-01 00:00:00,4,53.92
127,4045,494076,2021-09-01 00:00:00,20,53.78
241,5664978,22638937,2021-08-01 00:00:00,14,53.76
127,3650,500209,2021-10-01 00:00:00,4,53.68
211,3481908,13036573,2021-01-01 00:00:00,20,53.6
211,3481908,13036573,2021-02-01 00:00:00,20,53.6
241,5664978,22625026,2021-02-01 00:00:00,20,53.48
127,3030,489119,2021-03-01 00:00:00,12,53.46
127,4045,492573,2021-05-01 00:00:00,40,53.46
127,1285,495334,2021-03-01 00:00:00,2,53.42
211,3466244,12972546,2021-06-01 00:00:00,60,53.4
211,3466244,13065659,2021-09-01 00:00:00,60,53.4
127,4462,506419,2021-05-01 00:00:00,8,53.36
127,2433,491707,2021-01-01 00:00:00,24,53.28
127,871,491092,2021-09-01 00:00:00,10,53.2
127,4218,507095,2021-06-01 00:00:00,2,53.02
211,3467462,13067851,2021-04-01 00:00:00,100,52.92
127,4045,491204,2021-07-01 00:00:00,50,52.86
127,1285,498585,2021-05-01 00:00:00,20,52.8
127,1285,498585,2021-06-01 00:00:00,20,52.8
127,1285,498585,2021-07-01 00:00:00,20,52.8
127,1285,498585,2021-11-01 00:00:00,20,52.8
127,1285,511282,2021-07-01 00:00:00,20,52.8
211,3466244,12980519,2021-09-01 00:00:00,60,52.8
127,2484,507386,2021-10-01 00:00:00,-6,52.66
127,3030,491677,2021-03-01 00:00:00,48,52.66
127,590,489216,2021-06-01 00:00:00,4,52.62
241,5664978,22635481,2021-02-01 00:00:00,20,52.52
127,1872,493116,2021-02-01 00:00:00,120,52.44
127,1872,493116,2021-05-01 00:00:00,120,52.44
127,3650,490720,2021-10-01 00:00:00,8,52.42
127,3650,497117,2021-10-01 00:00:00,2,52.28
127,871,491092,2021-01-01 00:00:00,10,52.2
211,3465694,12972265,2021-05-01 00:00:00,60,52.2
211,3466244,13009833,2021-07-01 00:00:00,60,52.2
241,5664978,22616288,2021-03-01 00:00:00,46,52.16
127,4218,492275,2021-08-01 00:00:00,2,52.1
127,2656,505489,2021-02-01 00:00:00,14,52.08
241,5664978,22600314,2021-03-01 00:00:00,44,52.08
211,3469616,12987596,2021-03-01 00:00:00,34,52.02
211,3469616,13025126,2021-02-01 00:00:00,100,52
211,3481908,13050185,2021-06-01 00:00:00,100,52
211,3483291,13017326,2021-07-01 00:00:00,200,52
211,3481908,13007693,2021-05-01 00:00:00,2,51.94
127,3030,506557,2021-03-01 00:00:00,8,51.88
127,4045,494523,2021-10-01 00:00:00,16,51.82
211,3466244,13033686,2021-06-01 00:00:00,120,51.6
211,3481908,12974807,2021-01-01 00:00:00,2,51.58
211,3481908,12974807,2021-02-01 00:00:00,2,51.58
241,5664978,22636836,2021-02-01 00:00:00,20,51.46
127,3650,506739,2021-10-01 00:00:00,2,51.38
127,4045,494076,2021-07-01 00:00:00,20,51.34
127,4045,502968,2021-02-01 00:00:00,40,51.34
127,620,504561,2021-01-01 00:00:00,2,51.3
127,620,510283,2021-02-01 00:00:00,100,51.3
127,3030,490652,2021-08-01 00:00:00,20,51.2
127,3030,499400,2021-09-01 00:00:00,20,51.2
127,3030,508696,2021-08-01 00:00:00,20,51.2
211,3466244,13064622,2021-07-01 00:00:00,80,51.2
211,3481908,12966712,2021-07-01 00:00:00,20,51.2
211,3466244,12980519,2021-03-01 00:00:00,60,51
211,3466244,13009833,2021-04-01 00:00:00,60,51
211,3481908,13052818,2021-05-01 00:00:00,60,51
211,3481908,13007693,2021-01-01 00:00:00,2,50.92
127,871,496064,2021-03-01 00:00:00,18,50.76
211,3467462,12966954,2021-04-01 00:00:00,200,50.76
211,3467462,12981959,2021-06-01 00:00:00,200,50.76
211,3467462,13026810,2021-04-01 00:00:00,200,50.76
127,2289,512255,2021-08-01 00:00:00,2,50.68
127,4045,493986,2021-10-01 00:00:00,6,50.66
127,3030,505914,2021-03-01 00:00:00,52,50.64
127,1143,502940,2021-02-01 00:00:00,4,50.56
127,3584,502940,2021-02-01 00:00:00,4,50.56
127,4218,82648938,2021-09-01 00:00:00,10,50.32
127,620,506792,2021-03-01 00:00:00,26,50.24
127,4045,494076,2021-03-01 00:00:00,20,50.16
127,4462,497269,2021-07-01 00:00:00,20,50.02
127,871,504215,2021-04-01 00:00:00,40,50
127,871,504215,2021-07-01 00:00:00,40,50
127,871,504215,2021-09-01 00:00:00,40,50
127,871,504215,2021-11-01 00:00:00,40,50
127,5392,504561,2021-06-01 00:00:00,2,50
211,3481908,12966712,2021-01-01 00:00:00,20,50
127,3650,490894,2021-10-01 00:00:00,10,49.78
127,3030,511766,2021-09-01 00:00:00,18,49.74
127,3030,508675,2021-08-01 00:00:00,18,49.68
146,41246,5368,2021-06-01 00:00:00,8,49.68
146,41246,5368,2021-08-01 00:00:00,8,49.68
146,41246,5368,2021-11-01 00:00:00,8,49.68
146,41246,24891,2021-06-01 00:00:00,8,49.68
127,4045,497277,2021-03-01 00:00:00,40,49.64
127,590,508960,2021-06-01 00:00:00,6,49.62
127,620,494543,2021-05-01 00:00:00,20,49.6
127,3030,488661,2021-03-01 00:00:00,8,49.6
211,3481908,12957193,2021-01-01 00:00:00,2,49.6
211,3481908,12957193,2021-02-01 00:00:00,2,49.6
127,4045,494523,2021-04-01 00:00:00,16,49.44
127,4045,512825,2021-06-01 00:00:00,40,49.44
127,4045,504743,2021-03-01 00:00:00,10,49.38
211,3481908,12963460,2021-06-01 00:00:00,4,49.28
241,5664978,22598802,2021-06-01 00:00:00,24,49.24
127,590,501947,2021-08-01 00:00:00,20,49.2
211,3465694,13030111,2021-11-01 00:00:00,20,49.2
211,3466244,13004742,2021-02-01 00:00:00,60,49.2
211,3466244,13009833,2021-02-01 00:00:00,60,49.2
213,32348670,154572196,2021-06-01 00:00:00,4,49.2
127,3749,504480,2021-06-01 00:00:00,4,49.08
146,41246,58575,2021-08-01 00:00:00,8,49.04
127,2124,505489,2021-10-01 00:00:00,20,48.8
127,2124,505489,2021-11-01 00:00:00,20,48.8
211,3481908,13025247,2021-12-01 00:00:00,20,48.8
127,4045,501604,2021-01-01 00:00:00,40,48.6
127,3030,512862,2021-03-01 00:00:00,48,48.52
127,3030,500409,2021-03-01 00:00:00,40,48.5
241,5664978,22641139,2021-03-01 00:00:00,10,48.5
211,3467462,12954662,2021-04-01 00:00:00,20,48.46
211,3467462,12960748,2021-04-01 00:00:00,40,48.38
211,3467462,12981829,2021-04-01 00:00:00,40,48.38
241,5664978,22622538,2021-07-01 00:00:00,18,48.34
127,4045,494523,2021-01-01 00:00:00,16,48.28
127,4045,512825,2021-01-01 00:00:00,40,48.28
127,4045,512825,2021-03-01 00:00:00,40,48.28
241,5664978,22634052,2021-03-01 00:00:00,16,48.16
211,3481908,12956384,2021-07-01 00:00:00,10,48.1
211,3467462,12955760,2021-04-01 00:00:00,100,48.06
127,4218,494838,2021-02-01 00:00:00,4,48
211,3466244,12984174,2021-09-01 00:00:00,60,48
211,3466244,12984174,2021-11-01 00:00:00,60,48
211,3466244,13042217,2021-07-01 00:00:00,80,48
211,3481908,12961799,2021-01-01 00:00:00,100,48
211,3481908,12985554,2021-06-01 00:00:00,80,48
211,3481908,13065537,2021-08-01 00:00:00,20,48
127,4176,506760,2021-09-01 00:00:00,4,47.92
127,590,507432,2021-12-01 00:00:00,14,47.88
127,1872,499820,2021-02-01 00:00:00,40,47.88
127,3030,500741,2021-03-01 00:00:00,60,47.86
127,14425627,507400,2021-06-01 00:00:00,8,47.76
127,3030,504244,2021-03-01 00:00:00,12,47.72
241,5664978,22633698,2021-06-01 00:00:00,12,47.7
211,3481908,13064885,2021-07-01 00:00:00,40,47.6
127,4176,493327,2021-03-01 00:00:00,2,47.3
127,3030,492864,2021-08-01 00:00:00,2,47.28
127,590,501947,2021-01-01 00:00:00,20,47.2
127,4045,493986,2021-03-01 00:00:00,6,47.2
211,3465694,13016587,2021-11-01 00:00:00,40,47.2
127,2779309,509123,2021-08-01 00:00:00,40,47.12
211,3469616,13032100,2021-10-01 00:00:00,100,47
127,4045,492800,2021-08-01 00:00:00,40,46.98
127,14425627,499798,2021-12-01 00:00:00,6,46.98
127,3030,504124,2021-08-01 00:00:00,40,46.9
127,620,512193,2021-05-01 00:00:00,120,46.8
211,3481908,13063034,2021-03-01 00:00:00,78,46.8
127,620,512070,2021-02-01 00:00:00,12,46.74
211,3481908,12979155,2021-03-01 00:00:00,6,46.68
127,4176,492732,2021-10-01 00:00:00,2,46.66
127,4176,496729,2021-04-01 00:00:00,6,46.48
127,4176,507512,2021-04-01 00:00:00,4,46.44
211,3481908,13019722,2021-08-01 00:00:00,4,46.44
146,41246,24891,2021-02-01 00:00:00,8,46.32
127,2289,497081,2021-08-01 00:00:00,2,46.22
211,3481908,12968955,2021-09-01 00:00:00,60,46.2
241,5664978,22613180,2021-03-01 00:00:00,6,46.12
127,2598,508672,2021-05-01 00:00:00,10,46.1
127,2598,508672,2021-07-01 00:00:00,10,46.1
127,3030,508696,2021-09-01 00:00:00,18,46.08
127,3030,512385,2021-08-01 00:00:00,18,46.08
241,5664978,22639740,2021-06-01 00:00:00,32,46.08
127,3749,500456,2021-06-01 00:00:00,8,46.02
127,590,505894,2021-11-01 00:00:00,10,46
211,3481908,13025247,2021-07-01 00:00:00,20,46
127,4045,492800,2021-03-01 00:00:00,40,45.9
127,3030,503749,2021-09-01 00:00:00,70,45.86
241,5664978,22628981,2021-08-01 00:00:00,24,45.68
241,5664978,22613539,2021-06-01 00:00:00,12,45.64
127,5499,491278,2021-11-01 00:00:00,20,45.6
211,3481908,13054376,2021-06-01 00:00:00,76,45.6
211,3481908,13055124,2021-02-01 00:00:00,60,45.6
241,5664978,22603209,2021-07-01 00:00:00,18,45.46
241,5664978,22639606,2021-06-01 00:00:00,4,45.44
127,3030,508545,2021-03-01 00:00:00,90,45.42
127,4045,512101,2021-11-01 00:00:00,16,45.42
241,5664978,22599067,2021-06-01 00:00:00,2,45.38
241,5664978,22599067,2021-07-01 00:00:00,2,45.38
241,5664978,22612349,2021-06-01 00:00:00,2,45.38
241,5664978,22612349,2021-07-01 00:00:00,2,45.38
127,4993,512136,2021-07-01 00:00:00,10,45.3
127,590,501832,2021-06-01 00:00:00,10,45.2
146,41246,54274,2021-06-01 00:00:00,20,45.2
146,41246,54274,2021-08-01 00:00:00,20,45.2
211,3465694,12965043,2021-11-01 00:00:00,40,45.2
127,3584,506141,2021-06-01 00:00:00,4,45.06
127,4462,506141,2021-07-01 00:00:00,4,45.06
127,4883,491278,2021-07-01 00:00:00,16,45.06
127,871,489752,2021-03-01 00:00:00,20,45
127,4462,501823,2021-05-01 00:00:00,10,45
127,3749,501832,2021-06-01 00:00:00,8,44.94
127,4176,494254,2021-04-01 00:00:00,6,44.94
127,1872,509338,2021-11-01 00:00:00,40,44.92
127,3030,495800,2021-08-01 00:00:00,2,44.9
127,4176,6514479,2021-10-01 00:00:00,2,44.84
127,2598,508672,2021-03-01 00:00:00,10,44.8
241,5664978,22625860,2021-06-01 00:00:00,18,44.8
127,3584,508527,2021-10-01 00:00:00,4,44.76
127,4883,494838,2021-07-01 00:00:00,4,44.68
127,620,499937,2021-05-01 00:00:00,60,44.64
127,3650,492275,2021-10-01 00:00:00,2,44.64
127,4176,505557,2021-03-01 00:00:00,2,44.58
127,620,500741,2021-02-01 00:00:00,28,44.56
127,3584,492396,2021-02-01 00:00:00,4,44.54
127,4462,505576,2021-08-01 00:00:00,2,44.48
211,3466244,12966874,2021-06-01 00:00:00,30,44.4
211,3481908,13028095,2021-06-01 00:00:00,40,44.4
127,3030,498473,2021-03-01 00:00:00,4,44.38
127,3584,499620,2021-01-01 00:00:00,4,44.36
127,2598,508994,2021-09-01 00:00:00,6,44.34
127,1285,498169,2021-05-01 00:00:00,10,44.3
127,1285,498169,2021-08-01 00:00:00,10,44.3
211,3459454,13033242,2021-08-01 00:00:00,54,44.28
211,3467462,12995722,2021-04-01 00:00:00,60,44.28
241,5664978,22613539,2021-03-01 00:00:00,12,44.28
127,620,507312,2021-02-01 00:00:00,8,44.24
127,5392,492990,2021-09-01 00:00:00,10,44.22
127,590,501649,2021-01-01 00:00:00,10,44.2
127,3650,492853,2021-10-01 00:00:00,10,44.2
211,3465694,12982629,2021-11-01 00:00:00,20,44.2
211,3481908,12981552,2021-06-01 00:00:00,20,44.2
211,3465694,12975720,2021-05-01 00:00:00,4,44.16
211,3465694,13019744,2021-05-01 00:00:00,4,44.16
127,23049184,510315,2021-09-01 00:00:00,4,44.12
127,3650,502816,2021-10-01 00:00:00,4,44.1
241,5664978,22612349,2021-03-01 00:00:00,2,44.06
211,3469616,12997724,2021-07-01 00:00:00,40,44
211,3469616,13065905,2021-04-01 00:00:00,100,44
211,3477591,12980044,2021-07-01 00:00:00,200,44
127,3584,506411,2021-02-01 00:00:00,6,43.98
127,620,494170,2021-05-01 00:00:00,20,43.8
127,620,508949,2021-05-01 00:00:00,100,43.8
127,1285,509067,2021-08-01 00:00:00,10,43.8
127,4462,510348,2021-09-01 00:00:00,8,43.78
127,3307,509501,2021-01-01 00:00:00,24,43.68
127,4218,497290,2021-04-01 00:00:00,2,43.58
127,4218,502652,2021-04-01 00:00:00,10,43.52
127,14425627,492012,2021-12-01 00:00:00,10,43.42
127,1285,508672,2021-06-01 00:00:00,20,43.4
127,4045,492898,2021-01-01 00:00:00,20,43.4
127,620,502757,2021-02-01 00:00:00,20,43.32
127,3030,505200,2021-03-01 00:00:00,90,43.26
241,5664978,22618321,2021-03-01 00:00:00,18,43.2
127,590,504297,2021-07-01 00:00:00,20,43
127,2282,492443,2021-03-01 00:00:00,20,43
211,3481908,12969286,2021-07-01 00:00:00,100,43
241,5664978,22634006,2021-05-01 00:00:00,12,42.88
211,3465694,13023396,2021-05-01 00:00:00,40,42.8
211,3465694,13064070,2021-11-01 00:00:00,20,42.8
211,3466244,13018234,2021-08-01 00:00:00,40,42.8
127,3584,508527,2021-07-01 00:00:00,4,42.72
127,3030,491278,2021-03-01 00:00:00,32,42.62
211,3481908,13017177,2021-06-01 00:00:00,20,42.6
211,3467462,13041278,2021-04-01 00:00:00,100,42.48
127,1281,506760,2021-05-01 00:00:00,4,42.46
127,3584,506746,2021-07-01 00:00:00,6,42.44
241,5664978,22635590,2021-07-01 00:00:00,6,42.42
211,3465694,13033242,2021-05-01 00:00:00,40,42.4
211,3481908,13061871,2021-02-01 00:00:00,88,42.24
127,1872,509338,2021-02-01 00:00:00,40,42.18
127,1872,509338,2021-05-01 00:00:00,40,42.18
127,4462,499620,2021-01-01 00:00:00,4,42.14
127,1607,492349,2021-10-01 00:00:00,12,42.12
200,5652414,22545104,2021-03-01 00:00:00,20,42.09
200,5652414,22552609,2021-03-01 00:00:00,40,42.09
127,4883,504561,2021-06-01 00:00:00,2,42
127,31448857,504561,2021-12-01 00:00:00,2,42
211,3466244,12969777,2021-07-01 00:00:00,40,42
211,3466244,12969777,2021-09-01 00:00:00,40,42
211,3481908,12982699,2021-07-01 00:00:00,20,42
211,3481908,12982699,2021-09-01 00:00:00,20,42
211,3481908,12982699,2021-11-01 00:00:00,20,42
127,3030,489680,2021-03-01 00:00:00,20,41.9
127,3030,501094,2021-09-01 00:00:00,54,41.86
127,3749,495164,2021-07-01 00:00:00,4,41.86
241,5664978,22634742,2021-03-01 00:00:00,30,41.86
127,3307,509951,2021-12-01 00:00:00,20,41.76
127,14425627,501305,2021-06-01 00:00:00,6,41.76
127,3584,508527,2021-02-01 00:00:00,4,41.72
241,5664978,22622538,2021-03-01 00:00:00,16,41.7
211,3481908,13041508,2021-06-01 00:00:00,10,41.6
127,4045,497310,2021-09-01 00:00:00,20,41.5
127,620,494838,2021-02-01 00:00:00,2,41.46
200,5652414,22545104,2021-06-01 00:00:00,20,41.4
127,3030,496542,2021-09-01 00:00:00,12,41.38
241,5664978,22640135,2021-07-01 00:00:00,4,41.36
